"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","IC"
"32","brown4",TRUE,0.0214366072442233,4133,338,123,0.363905325443787,0.029760464553593,"GO:0090304","GO:BP","nucleic acid metabolic process",15979,21663,"c(""GO:0006139"", ""GO:0043170"")",NA
"33","brown4",TRUE,0.0233250628142782,1620,338,60,0.177514792899408,0.037037037037037,"GO:0040011","GO:BP","locomotion",15979,11542,"GO:0008150",NA
"34","brown4",TRUE,0.023379949718308,1956,338,69,0.20414201183432,0.0352760736196319,"GO:0010628","GO:BP","positive regulation of gene expression",15979,4814,"c(""GO:0010467"", ""GO:0010468"", ""GO:0010604"")",NA
"35","brown4",TRUE,0.0238073078434318,188,338,15,0.0443786982248521,0.0797872340425532,"GO:1903050","GO:BP","regulation of proteolysis involved in cellular protein catabolic process",15979,26335,"c(""GO:0030162"", ""GO:0051603"", ""GO:1903362"")",NA
"36","brown4",TRUE,0.0245890382939917,1369,338,53,0.156804733727811,0.0387143900657414,"GO:0048468","GO:BP","cell development",15979,15022,"c(""GO:0030154"", ""GO:0048856"", ""GO:0048869"")",NA
"37","brown4",TRUE,0.0308827612397415,16,338,5,0.014792899408284,0.3125,"GO:0150146","GO:BP","cell junction disassembly",15979,23465,"c(""GO:0022411"", ""GO:0034330"")",NA
"38","brown4",TRUE,0.0361239804228171,3294,338,102,0.301775147928994,0.0309653916211293,"GO:0009893","GO:BP","positive regulation of metabolic process",15979,4254,"c(""GO:0008152"", ""GO:0019222"", ""GO:0048518"")",NA
"39","brown4",TRUE,0.0393979864799255,9269,338,233,0.689349112426035,0.025137555291833,"GO:0044237","GO:BP","cellular metabolic process",15979,12812,"c(""GO:0008152"", ""GO:0009987"")",NA
"40","brown4",TRUE,0.0452611921988519,811,338,36,0.106508875739645,0.0443896424167694,"GO:0030163","GO:BP","protein catabolic process",15979,7780,"c(""GO:0009057"", ""GO:0019538"", ""GO:1901565"")",NA
"41","brown4",TRUE,3.98818624552695e-05,12994,363,317,0.873278236914601,0.0243958750192396,"GO:0005622","GO:CC","intracellular",16963,299,"GO:0005575",NA
"42","brown4",TRUE,0.00030801325130486,11093,363,279,0.768595041322314,0.0251509961236816,"GO:0043229","GO:CC","intracellular organelle",16963,2151,"c(""GO:0005622"", ""GO:0043226"")",NA
